path,mse,join_id,source,id,title,original_title,description,creator,date,condition,license,completeness
~/Documents/My Projects/Things to Do/project 6/new dataset/data/tzigara/images/Cutie_nr_8-73.jpg,1.5210200548171997,Cutie/nr:8-73,tzigara,Cutie/nr:8-73,"Meşterul Antonie Mogoş(Portret), fotografie",,,,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/tzigara/images/Cutie_nr_14-46.jpg,0.8933059573173523,Cutie/nr:14-46,tzigara,Cutie/nr:14-46,"Biserica „Adormirea Maicii Domnului” a Mănăstirii Polovragi(Imagine interioară – fragment din tabloul votiv), fotografie",,,,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/tzigara/images/Cutie_nr_13-86.jpg,0.889678418636322,Cutie/nr:13-86,tzigara,Cutie/nr:13-86,"Biserica „Intrarea în Biserică” a Mănăstirii Lainici(Imagine exterioară – vedere dinspre sud), fotografie",,,,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/tzigara/images/Cutie_nr_18-56.jpg,1.0627524852752686,Cutie/nr:18-56,tzigara,Cutie/nr:18-56,"Cula din Groşerea(Imagine exterioară), fotografie",,,,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/tzigara/images/Cutie_nr_14-81.jpg,0.4965204298496246,Cutie/nr:14-81,tzigara,Cutie/nr:14-81,"Biserica „Sf. Nicolae” a Mănăstirii Crasna(Imagine interioară – frescă – Jupân Ion Ţundrea, Kristina Ilinca şi copiii), fotografie",,,,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/tzigara/images/Cutie_nr_8-72.jpg,1.3430471420288086,Cutie/nr:8-72,tzigara,Cutie/nr:8-72,"Casa meşterului Antonie Mogoş(Imagine exterioară – vedere de ansamblu), desen",,,,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/tzigara/images/Cutie_nr_18-68.jpg,1.301569938659668,Cutie/nr:18-68,tzigara,Cutie/nr:18-68,"Casa meşterului Antonie Mogoş(În varianta reinstalată la Muzeul de Etnografie şi Artă Naţională (Bucureşti)), fotografie",,,,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99240.jpg,0.260638028383255,/22/_99240,europeana,/22/_99240,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99250.jpg,0.689571738243103,/22/_99250,europeana,/22/_99250,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__2167.jpg,0.5148447751998901,/22/_2167,europeana,/22/_2167,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99249.jpg,0.4423170983791351,/22/_99249,europeana,/22/_99249,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99239.jpg,0.2524245977401733,/22/_99239,europeana,/22/_99239,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99253.jpg,0.608437716960907,/22/_99253,europeana,/22/_99253,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99219.jpg,0.3318114578723907,/22/_99219,europeana,/22/_99219,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_3c024986_d568_4bed_b0a4_034332100f19.jpg,0.1869337409734726,/951/Culturalia_3c024986_d568_4bed_b0a4_034332100f19,europeana,/951/Culturalia_3c024986_d568_4bed_b0a4_034332100f19,,,,"Rosenblut, Iosif",,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99227.jpg,0.5664152503013611,/22/_99227,europeana,/22/_99227,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99228.jpg,0.3818340599536896,/22/_99228,europeana,/22/_99228,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__2166.jpg,0.7054677605628967,/22/_2166,europeana,/22/_2166,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99220.jpg,1.333019733428955,/22/_99220,europeana,/22/_99220,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99210.jpg,0.7030483484268188,/22/_99210,europeana,/22/_99210,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_2048047_Clasate_12aa7de1bf0e4f9592f3a390b977a9e2.jpg,0.3268968164920807,/2048047/Clasate_12aa7de1bf0e4f9592f3a390b977a9e2,europeana,/2048047/Clasate_12aa7de1bf0e4f9592f3a390b977a9e2,,,http://vocab.getty.edu/aat/300021502,"Ziffer, Sándor (Alexandru), http://vocab.getty.edu/ulan/500183191, http://data.europeana.eu/agent/53537",,,,0.2857142857142857
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99216.jpg,0.8461086750030518,/22/_99216,europeana,/22/_99216,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99233.jpg,0.1673040091991424,/22/_99233,europeana,/22/_99233,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99215.jpg,0.8606126308441162,/22/_99215,europeana,/22/_99215,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99212.jpg,0.888575553894043,/22/_99212,europeana,/22/_99212,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__2006.jpg,0.6384261846542358,/22/_2006,europeana,/22/_2006,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_4b423844_6631_4876_8073_328bf18cf963.jpg,0.3881227076053619,/951/Culturalia_4b423844_6631_4876_8073_328bf18cf963,europeana,/951/Culturalia_4b423844_6631_4876_8073_328bf18cf963,,,,"http://data.europeana.eu/agent/87538, Ciucurencu, Alexandru, http://vocab.getty.edu/ulan/500008565",,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99248.jpg,0.580964982509613,/22/_99248,europeana,/22/_99248,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99254.jpg,0.4886650443077087,/22/_99254,europeana,/22/_99254,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_2048047_Clasate_e22817b41456439cb12bb053eb2a1c9a.jpg,0.3420235812664032,/2048047/Clasate_e22817b41456439cb12bb053eb2a1c9a,europeana,/2048047/Clasate_e22817b41456439cb12bb053eb2a1c9a,,,http://vocab.getty.edu/aat/300021508,"Gramatica, Antiveduto",,,,0.2857142857142857
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_2024903_photography_ProvidedCHO_KU_Leuven_9992113379301488.jpg,1.1730514764785769,/2024903/photography_ProvidedCHO_KU_Leuven_9992113379301488,europeana,/2024903/photography_ProvidedCHO_KU_Leuven_9992113379301488,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_1190_INP_postcards_11700.jpg,1.1588529348373413,/1190/INP_postcards_11700,europeana,/1190/INP_postcards_11700,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99214.jpg,0.4076434671878814,/22/_99214,europeana,/22/_99214,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_440_item_W4TZNA5KNLJVXYLXW6OPOSYR2LAPU675.jpg,0.9458212852478028,/440/item_W4TZNA5KNLJVXYLXW6OPOSYR2LAPU675,europeana,/440/item_W4TZNA5KNLJVXYLXW6OPOSYR2LAPU675,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_2048047_Clasate_742e2df65faa473b992be1b589ca4547.jpg,0.7405146360397339,/2048047/Clasate_742e2df65faa473b992be1b589ca4547,europeana,/2048047/Clasate_742e2df65faa473b992be1b589ca4547,,,,"http://data.europeana.eu/agent/131304, Theodorescu-Sion, Ion, http://vocab.getty.edu/ulan/500111792",,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_2048047_Clasate_b01a784bb6244491876e59a979b5b943.jpg,0.4423183798789978,/2048047/Clasate_b01a784bb6244491876e59a979b5b943,europeana,/2048047/Clasate_b01a784bb6244491876e59a979b5b943,,,,"Constantinescu, Ștefan",,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__2160.jpg,1.1062065362930298,/22/_2160,europeana,/22/_2160,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_1472f9a7_acd9_11d9_ae7e_0050fccf2e52.jpg,0.6049307584762573,/951/Culturalia_1472f9a7_acd9_11d9_ae7e_0050fccf2e52,europeana,/951/Culturalia_1472f9a7_acd9_11d9_ae7e_0050fccf2e52,,,,Bălan Aurel,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_1190_INP_postcards_2194.jpg,1.081337571144104,/1190/INP_postcards_2194,europeana,/1190/INP_postcards_2194,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99234.jpg,0.3525104224681854,/22/_99234,europeana,/22/_99234,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_3dd4f59f_9a7b_4d60_b5ab_05b7e286337d.jpg,0.0715688690543174,/951/Culturalia_3dd4f59f_9a7b_4d60_b5ab_05b7e286337d,europeana,/951/Culturalia_3dd4f59f_9a7b_4d60_b5ab_05b7e286337d,,,,"Popescu, Gabriel",,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99223.jpg,0.330650269985199,/22/_99223,europeana,/22/_99223,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_2048047_Clasate_d307fa98a57b4a49b78da532da75093f.jpg,0.8702300786972046,/2048047/Clasate_d307fa98a57b4a49b78da532da75093f,europeana,/2048047/Clasate_d307fa98a57b4a49b78da532da75093f,,,http://vocab.getty.edu/aat/300172861,"http://data.europeana.eu/agent/59666, Băeșu, Aurel, http://vocab.getty.edu/ulan/500063386",,,,0.2857142857142857
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99225.jpg,0.3464734852313995,/22/_99225,europeana,/22/_99225,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_c70d8180_9470_4fe1_9140_ba722a510b85.jpg,0.6364886164665222,/951/Culturalia_c70d8180_9470_4fe1_9140_ba722a510b85,europeana,/951/Culturalia_c70d8180_9470_4fe1_9140_ba722a510b85,,,,Alupi Călin,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__2095.jpg,0.711253821849823,/22/_2095,europeana,/22/_2095,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_1190_INP_postcards_1074.jpg,0.7243252396583557,/1190/INP_postcards_1074,europeana,/1190/INP_postcards_1074,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__2097.jpg,0.85370934009552,/22/_2097,europeana,/22/_2097,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_1472f9a9_acd9_11d9_ae7e_0050fccf2e52.jpg,0.5182448029518127,/951/Culturalia_1472f9a9_acd9_11d9_ae7e_0050fccf2e52,europeana,/951/Culturalia_1472f9a9_acd9_11d9_ae7e_0050fccf2e52,,,,Bălan Viorica,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99217.jpg,1.000765085220337,/22/_99217,europeana,/22/_99217,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_2048128_186596.jpg,0.3017566204071045,/2048128/186596,europeana,/2048128/186596,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_1190_INP_postcards_3344.jpg,0.7634735703468323,/1190/INP_postcards_3344,europeana,/1190/INP_postcards_3344,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99242.jpg,0.1785639077425003,/22/_99242,europeana,/22/_99242,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99256.jpg,0.9203565716743468,/22/_99256,europeana,/22/_99256,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_1472fa08_acd9_11d9_ae7e_0050fccf2e52.jpg,0.4851895272731781,/951/Culturalia_1472fa08_acd9_11d9_ae7e_0050fccf2e52,europeana,/951/Culturalia_1472fa08_acd9_11d9_ae7e_0050fccf2e52,,,,Becu Alexandrina,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99231.jpg,0.2569275796413421,/22/_99231,europeana,/22/_99231,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99241.jpg,0.2820057570934295,/22/_99241,europeana,/22/_99241,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_70d9506a_e32e_4b12_ac0f_cc97897f8363.jpg,0.2242903113365173,/951/Culturalia_70d9506a_e32e_4b12_ac0f_cc97897f8363,europeana,/951/Culturalia_70d9506a_e32e_4b12_ac0f_cc97897f8363,,,,"Țipoia, Alexandru",,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99222.jpg,0.153766855597496,/22/_99222,europeana,/22/_99222,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99230.jpg,0.6575947403907776,/22/_99230,europeana,/22/_99230,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_1190_INP_postcards_3358.jpg,0.630879819393158,/1190/INP_postcards_3358,europeana,/1190/INP_postcards_3358,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__2217.jpg,0.3738218247890472,/22/_2217,europeana,/22/_2217,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__2214.jpg,0.5997754335403442,/22/_2214,europeana,/22/_2214,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99213.jpg,1.0695786476135254,/22/_99213,europeana,/22/_99213,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_9f7d89c8_7468_4df5_8cab_b83c53b4e8ad.jpg,0.3555006682872772,/951/Culturalia_9f7d89c8_7468_4df5_8cab_b83c53b4e8ad,europeana,/951/Culturalia_9f7d89c8_7468_4df5_8cab_b83c53b4e8ad,,,,Iser Iosif,,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99238.jpg,0.2349016815423965,/22/_99238,europeana,/22/_99238,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_437_item_CBATDEAZMHMG6KC6KDWRORXFEBCH4FLF.jpg,0.5903681516647339,/437/item_CBATDEAZMHMG6KC6KDWRORXFEBCH4FLF,europeana,/437/item_CBATDEAZMHMG6KC6KDWRORXFEBCH4FLF,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99257.jpg,0.4763912260532379,/22/_99257,europeana,/22/_99257,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99218.jpg,0.3960272669792175,/22/_99218,europeana,/22/_99218,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99229.jpg,0.562576413154602,/22/_99229,europeana,/22/_99229,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99211.jpg,0.8921728730201721,/22/_99211,europeana,/22/_99211,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__2157.jpg,0.536922037601471,/22/_2157,europeana,/22/_2157,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_2048047_Clasate_08c649d6ebcb479d8ed5ade93299cf34.jpg,0.3237869441509247,/2048047/Clasate_08c649d6ebcb479d8ed5ade93299cf34,europeana,/2048047/Clasate_08c649d6ebcb479d8ed5ade93299cf34,,,,"Padina, Alexandru Moser",,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_22__99232.jpg,0.1572276949882507,/22/_99232,europeana,/22/_99232,,,,,,,,0.0
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_951_Culturalia_272be1e3_dfb9_49d9_8d88_8b03d9c2aaf9.jpg,0.6747368574142456,/951/Culturalia_272be1e3_dfb9_49d9_8d88_8b03d9c2aaf9,europeana,/951/Culturalia_272be1e3_dfb9_49d9_8d88_8b03d9c2aaf9,,,,"Calafateanu, Constantin",,,,0.14285714285714285
~/Documents/My Projects/Things to Do/project 6/new dataset/data/europeana/images/_2048047_Clasate_908d6e3218f74a21bb0e697eec5088a8.jpg,0.5227518677711487,/2048047/Clasate_908d6e3218f74a21bb0e697eec5088a8,europeana,/2048047/Clasate_908d6e3218f74a21bb0e697eec5088a8,,,,"Padina, Alexandru Moser",,,,0.14285714285714285
